10 0. 0.
5.359334581592414956e-04 -1.119706365297166994e-01 3.406558889599784748e-04 1.434579836025646760e-01 0.000000000000000000e+00 7.468722511134728848e-04 -1.956928014402989937e-06 0.000000000000000000e+00 1.000000000000000000e+00
-4.011884848543084713e-04 -2.760767988103998705e-01 1.012544616903267823e-03 -3.717306294930600163e-01 0.000000000000000000e+00 1.158595299472153783e-03 -1.956928014402989937e-06 0.000000000000000000e+00 2.000000000000000000e+00
-6.588394139848345165e-04 7.769048836599360720e-03 -5.045105545813337701e-04 -1.901191279774608889e-01 0.000000000000000000e+00 3.139819499551776971e-03 -1.956928014402989937e-06 0.000000000000000000e+00 3.000000000000000000e+00
6.899821189610820960e-04 1.096010628124550745e-01 1.591057239493186401e-04 1.303936918166386238e-01 0.000000000000000000e+00 7.989274109547750413e-04 -1.956928014402989937e-06 0.000000000000000000e+00 4.000000000000000000e+00
2.478385804149921181e-04 1.984026852962298970e-01 2.515102948455854291e-04 -2.388366276602894855e-02 0.000000000000000000e+00 -8.754149875187522412e-04 -1.956928014402989937e-06 0.000000000000000000e+00 5.000000000000000000e+00
-1.172085313268016356e-03 2.690785202243405339e-01 8.737191039243652219e-04 -1.305158726181550322e-01 0.000000000000000000e+00 -3.124441238639974472e-04 -1.956928014402989937e-06 0.000000000000000000e+00 6.000000000000000000e+00
-3.119510270518406077e-05 -1.120811322949420430e-01 5.105483713421906039e-04 -2.485838114267120147e-01 0.000000000000000000e+00 -1.649051758732866801e-03 -1.956928014402989937e-06 0.000000000000000000e+00 7.000000000000000000e+00
1.027957176528425040e-03 1.128453799000436325e-01 3.020487605861900231e-04 -1.710087213552742005e-03 0.000000000000000000e+00 -6.909756321249460598e-04 -1.956928014402989937e-06 0.000000000000000000e+00 8.000000000000000000e+00
3.742311847472803423e-04 -3.048306890496232380e-01 -5.200144491926549269e-04 -1.528359225361808071e-01 0.000000000000000000e+00 7.360145734480738611e-04 -1.956928014402989937e-06 0.000000000000000000e+00 9.000000000000000000e+00
-1.247765524701972210e-04 -1.442646806314112351e-01 2.188426682611756334e-04 -7.309881589308964535e-04 0.000000000000000000e+00 1.934131815175987651e-03 -1.956928014402989937e-06 0.000000000000000000e+00 1.000000000000000000e+01
